Date,Time,NY-15,Scada
06-06-2021,14:00:00,0.0,-385.7
06-06-2021,14:15:00,0.0,-374.25
06-06-2021,14:30:00,0.0,-366.41
06-06-2021,14:45:00,0.0,-372.05
06-06-2021,15:00:00,0.0,-363.98
06-06-2021,15:15:00,0.0,-361.15
06-06-2021,15:30:00,0.0,-345.7
06-06-2021,15:45:00,0.0,-328.88
06-06-2021,16:00:00,0.0,-304.43
06-06-2021,16:15:00,0.0,-282.27
06-06-2021,16:30:00,0.0,-275.25
06-06-2021,16:45:00,0.0,-266.31
06-06-2021,17:00:00,0.0,-254.11
06-06-2021,17:15:00,0.0,-250.94
06-06-2021,17:30:00,0.0,-251.29
06-06-2021,17:45:00,0.0,-246.96
06-06-2021,18:00:00,0.0,-262.93
06-06-2021,18:15:00,0.0,-272.02
06-06-2021,18:30:00,0.0,-256.35
06-06-2021,18:45:00,0.0,-259.65
06-06-2021,19:00:00,0.0,-275.74
06-06-2021,19:15:00,0.0,-280.2
06-06-2021,19:30:00,0.0,-258.82
06-06-2021,19:45:00,0.0,-271.58
06-06-2021,20:00:00,0.0,-304.95
06-06-2021,20:15:00,0.0,-323.89
06-06-2021,20:30:00,0.0,-317.61
06-06-2021,20:45:00,0.0,-330.11
06-06-2021,21:00:00,0.0,-343.32
06-06-2021,21:15:00,0.0,-344.79
06-06-2021,21:30:00,0.0,-330.1
06-06-2021,21:45:00,0.0,-328.24
06-06-2021,22:00:00,0.0,-334.1
06-06-2021,22:15:00,0.0,-328.84
06-06-2021,22:30:00,0.0,-319.52
06-06-2021,22:45:00,0.0,-319.73
06-06-2021,23:00:00,0.0,-314.47
06-06-2021,23:15:00,0.0,-311.04
06-06-2021,23:30:00,0.0,-317.25
06-06-2021,23:45:00,0.0,-329.87
