Date,Time,NU-06,Scada
06-06-2021,21:30:00,0.0,66.95
06-06-2021,21:45:00,0.0,66.25
06-06-2021,22:00:00,0.0,65.41
06-06-2021,22:15:00,0.0,64.53
06-06-2021,22:30:00,0.0,63.76
06-06-2021,22:45:00,0.0,62.69
06-06-2021,23:00:00,0.0,61.66
06-06-2021,23:15:00,0.0,60.99
06-06-2021,23:30:00,0.0,59.13
06-06-2021,23:45:00,0.0,58.79
